,text,
324,Tower Bridge in #foggylondontown #london #towerbridge @ Tower Bridge https://t.co/MtLGJ81OMx,
325,"Is it me,But it seems mainly young women using Uber,After all the bad publicity about sex assaults make you wonder why?",
326,How many years? https://t.co/wSzI25RRlN,
327,I DON'T KNOW I WAS SIX AND STUPID https://t.co/IWbPwLGlTO,
328,Nearly at Leicester Square - how many tickets please @Mystifiedmum,
329,Just a quick @Skinade visit to one of the best clinics in London @cadoganclinic #BestResults #Skin #Dermatology… https://t.co/ZGkgFOrw72,
330,Ready for some winter sun and science #fieldcoursefortnight #southafrica @ Heathrow Terminal 3 https://t.co/umV9SragSs,
331,Some heroes wear pajamas @CNNI https://t.co/bd4CAICHIR https://t.co/lZ2kbste5Z,
332,With? https://t.co/wa729ByymH,
333,"Science cant ever change if our models cant be falsified. If they dont rule out as impossible, cant be falsified. https://t.co/NvRLS5bOqQ",
334,@alistairholmes3 They aren't! Just save some days to go out with your camera :) It's all practice &lt;3,
335,"Strip No More by Lukas Graham is #nowplaying in The Green Man, London.",
336,@toffy_21juve oh yes!,
337,"Sorted laptop by using #skinToSkin (put in inside jumper I'm wearing)
If laptop can't tolerate the cold flat why should I?",
338,Brilliant. Obvious but this message need to go far &amp; wide @BrDieteticAssoc @WeNurses @NursingTimes @allergygp… https://t.co/yvHweF4L5c,
339,"Mind the Cow is looking for new location, any markets interested don't hesitate to contact us #BBQ #brisket #streetfood #london #ASDA #",
340,"As a teacher of Drama &amp; English, I found this brilliant book for parents &amp; children - year 7 upwards. So easy to fo… https://t.co/YIyMmrtNJd",
341,"@andotherstories ok, I'll try that. Thanks 😊",
342,@itfcphilly 😘😘 miss you already xx,
343,@truevultureman @brennannbooth aff perdi a deadline,
344,"my trainers beat, my sole is weak",
345,@Beybee_Girl just about anything you have,
346,@PaulbernalUK and triangulating w US,
347,@StriderDeb I did wonder!!! X,
348,Still celebrating my new @reebok shoes I got for Christmas 🎄🎁👟🎉🙌😬😍 #fitfam #fitness #fitgirl… https://t.co/Iyd2Gw8j1Y,
349,@katy_kmr thanks Katherine 😊,
350,@greateranglia can you only buy the season ticket for the smart card online? Do those who have a season ticket loan cheque from employer 1/2,
351,@veronika9513 aw thanks xx You too,
352,So excited for everything I have planned for this year💪🏽,
353,Dallas Bound,
354,@AskLloydsBank there are now 16 people queuing,
355,Epp me https://t.co/sMWHjH9lOH,
356,@jamesrquinn thinking that too. Or he is about to appointed chairman or massive Compass profits warning coming....,
357,@PianistswKitten doesn't bother me if a student wants to spend the whole hour talking....,
358,will be easter hol soon,
359,filming a winter lookbook tomorrow!,
360,More time I'm at home watching YouTube videos on cars getting kitted,
361,Round ligament pain is actually sooooo demonic,
362,Vocal recording today. Putting the finishing touches to a new track. #newmusic #jan2017… https://t.co/aK1Wleor0h,
363,@TwinTown16 @STLcommstweets @SpecialEffect @brendoncross absolutely fantastic news! Congratulations Brendon from Paul B &amp; the team at TVCC.,
364,What a joke lool https://t.co/GUWiPcssMC,
365,@paulyboym1 @HotspurLane would you blame him? I wouldn't. From pure mediocrity to the pinnacle of world football,
366,@jay_been @AppleSupport go to the website.  You can organise a live chat,
367,When your sisters doing a juice cleanse &amp; you're just there like 🐽🐽🐽,
368,Happy New Year!! Back in the office now so will get back to asap if you've messaged over the holiday period!,
369,I just need Taylor Swift to release new music and come back to the UK,
370,"UK ambassador to EU (Rage?) quits amid Brexit row... He thinks it is going to take ten years to sort out. Eeek

https://t.co/v4vx1wS04L",
371,"Pasrah; to surrender 

Happy finals and (late) new year @ Ealing Town Hall https://t.co/9y0Cl0FpWp",
372,@paddyjdavitt any decent transfer rumour on the #ncfc front,
373,@greateranglia still have to use the paper ticket? 2/2,
374,Can you recommend anyone for this #job? Business Development Specialist - https://t.co/jmrR3KpkMS… https://t.co/u8LCQTikt9,
375,"Happy New Year from the team @SETPeterborough 🎉

Don't miss huge savings on your next used car - Event ends today!… https://t.co/rdIUZD7Axh",
376,Slow Cook Your Way to Greatness With This French #onion Pot #pie Stew https://t.co/1leOgyzych #food #recipe https://t.co/7ltFEtfPCO,
377,"#CyclingBargains - GripGrab X-Trainer Short Finger Gloves 
Was £20.00, NOW £6.00 (70% OFF)

&gt;&gt;&gt;… https://t.co/fvO2MwVdPL",
378,Grass Dogs also accepted https://t.co/JGUSta4EqZ,
379,@SWweather1 nah mate 👍,
380,My old school is closing down and now I'm watching the vlogs I made whilst there. It's v. obvious that I was in my John Green phase...,
381,@vivaden3 sounds racist to me,
382,@petejohn10 She's switching places with her sister ship Varyag,
383,This one will say retweeting your own tweet is bad but then he goes on to do it,
384,"Happy New Year.... Great start to the year with a few nice emails this morning...
#Orders #Engineering #Sustainability #WaterSavings",
385,"@SimplyUtd how much? Just followed, dm me",
386,"@ClassicFM @billtu #ClassicFMRequests ""Die Fledermaus"" Overture is just what the doctor ordered on this first day back to work? 😀",
387,MR. CAD ARE HIRING! We currently have an exciting opportunity for someone to join our busy team… https://t.co/bX5bmaywb8,
388,"See our latest #London, England #job and click to apply: Associate Channel Manager - https://t.co/xApDlhBZsi… https://t.co/ysXJcKqQGI",
389,@140Numbers greetings from #TwitterLondon https://t.co/YTSPUy9NnK,
390,Thinking of all those returning to work today 😂😂💁🏻‍♂️#unemployed #freshstart,
391,dusted my bike ( again) and joined the gym. we'll see how long does it last.  #2017resolutions #GetFit2017 https://t.co/HFqvrGE2Zr,
392,Their houses were covered by a dangerous suspicion! * Note: The best original evidence of his confederate subjects as were adequate to the,
393,@thepigeonpost no! But that sounds good. You may have been thinking of this: https://t.co/FyTChVv5F1,
394,PRISON BREAK HAS NO RESPECT FOR MY HEART BEAT,
395,"Looking for a cosy place to spend the lunch ? 
.
.
.
.
.
#wheninroma #bar #restaurant #food… https://t.co/xPBCJ29DKG",
396,I'm cryyiiiiiiiingggggggg https://t.co/1igyPqkoHQ,
397,"Now Everyone Will Fully Understand Why I Call Myself: 

@1Modulation 

""MAGNETIC FIELDS"" Mixtape Launch 12/01/17 https://t.co/NIkmZ97kgK",
398,@claremynott Which restaurant is it Clare?,
399,Keep up to date with the latest on the past... https://t.co/a4Nh02J8pZ,
400,everything is complimentary in this hotel LORD,
401,"I'm still crying 😂😂 we got 4 years to get married, appaz https://t.co/1Lq0Rk9310",
402,Drake next month 👅,
403,same licentiousness which their own sex were pursued and taken by the hand of Diocletian. The ambition of his authority were placed in,
404,"Its time to sort out that bits and bobs drawer!
10 divider strips slotted together to make the configuration you need. £10 #letsdothis",
405,"@BestforKodi @westycarp @SkySportsNewsHQ @TheGillsFC jackett or Dennis wise should bring in some decent players,,pinnock favorite though",
406,@aliceinwlust might I recommend Tinder...,
407,@MstrColm @Auriga__ @andybitesdog We used Cathay / Dragonair and JAL domestic. Came home direct HND-LHR with JAL. They were impeccable. 👌,
408,Paralympics GB star forced to wet herself on train journey https://t.co/wkP5kfp038 No working toilet for disabled in 3-hr journey @BBCNews,
409,"Only on new year would the prince of thieves, the queen 🐝, playing cards ♣️ and the king of… https://t.co/Y8XhhgnThB",
410,"Get tae fuck ⚡ People are angry at dentists' call to end office 'cake culture'

https://t.co/XKSyeaqOSq",
411,LOOOOOOOOOOOOOOOL NOOOO WAYYYYYY https://t.co/opNclMPvhu,
412,Four convictions secured under psychoactive substances law @ukhomeoffice @PoliceChiefs https://t.co/gT5BS7NcvU,
413,@petrafan777 aw I'm so sorry to hear that,
414,#HAPPYNEWYEAR #resolutionsfor2017 #makeawill we promise it won't hurt,
415,"Love a free side, thanks @PizzaExpress https://t.co/rRdpGYLADl",
416,@anthonyburrill @happycog @AX2Inc that Q is lonely,
417,has anybody told those wise liberal pundits bashing &amp; abusing @realDonaldTrump on BBC progs that he was elected president by the USA people?,
418,+6 pips https://t.co/wRkaL90Jiw,
419,@MoseleyParkPool Thank you! I am really pleased you can use it and it won't just end up in the tip :),
420,@PupLarkin I will always have a weakness for long floppy hair but that cut does look good on you!,
421,"Egypt, and Zobeir [142] was the peculiar length and difficulty of recruiting, that these ancient oracles were as strongly guarded with some",
422,@NorthernGas @Labcold @SuperGreenEuro @Ambicltd1 @HeadChannel no resolutions this end - just aiming to be better than last year,
423,@leeadams9 Ohhhhhh ffs😩😩 thank you tho mate!x,
424,@ElleninAnger yes 2017 is off to the BEST start :D,
425,"I don't want any fakery, fuckery or coonery near me in 2017. Stay TF away from me with that shit.",
426,@TheRealSitts This is why football is so barmy👇no experience https://t.co/3RghzcX3mw,
427,"Back on the road... Take me home, United road, To a place that I belong, To Old Trafford, to see United, Take me ho… https://t.co/PUoXmYG8LG",
428,@anthonyburrill @happycog @AX2Inc by lonely I definitely meant lovely,
429,"Trying to find an outfit for a wedding when you hate shopping &amp; especially  hate shopping when sales are on, is torturous! 😩 #killmenow",
430,Can't the muscles in my abdomen gradually stretch without causing me such pain 😩,
431,@OfficeOfRG any word on TMC violence on BJP workers n rioting in bjp's offices in Bengal,
432,Toooo ready for Liverpool tomorrow 🙌🏼,
433,@Uber_Support not workng? https://t.co/JxaPcywniO,
434,"@AskNationwide Thanks Rach, just spoke to them! Hopefully all sorted now :-)",
435,@AnneMarieCarr88 Hi Anne-Marie can you please DM us some more details and we can take a look at this.,
436,"@BeaPriestley it was me that threw the streamer, you're welcome .........",
437,I'm dying https://t.co/hhZTls57pw,
438,@Tesco thank you. Will call soon,
439,@karen_pleasance @Spike______ @T5DPF he's a knife  thrower ?,
440,@simmi_xo reflect on your life. Plan out the next moves and execute 😊,
441,@KyraLovesLondon saving the day with some lovely dresses for my next @aplaceinthesun #shows ✈️☀️💙📺thank you! https://t.co/pfL5ISSVyO,
442,"ostentation, the love of his kinsman Theudes, the Spanish monarchy;",
443,@Jones_uk @steelershockey @Simmsey https://t.co/kQ2Dqot4y9 that... Successfully taken another step backwards,
444,"Labour MPs will keep up the disunity to keep Corbyn low in the polls -even when the policies are spot-on!Despicable!
https://t.co/TDB4hbJNSl",
445,"Urgent retweet, life or death situation 😩 https://t.co/3V3D3BSjuo",
446,"Autistic people for news media pundits! They don't make stupid facial expressions and tell the truth!

@NolteNC",
447,New #Jabra blog post: The World's Greatest Auto-Reply Message https://t.co/dpFGCQADR8 #NWOW #Productivity https://t.co/9ZYusSxj4R,
448,"@thetravellingmo try the food in Cargo if you are bored of local stuff 😋... but the local 'White Rose' is amaze, AVOID local red wine 😂",
449,@AAnniemorris7 it's on Twitter so you know it's real! 😍 cannot wait! #MiniVacay #OhHeyHey #CentreParcsBeans #WeAreQueens 🌲🚲🍾,
450,We would like to wish all our Customers a wonderful and prosperous New Year and thanks for your business. https://t.co/75H3FGnnTY,
451,Otters at The Wetlands Centre. https://t.co/7cNtjaSEnk,
452,"Just found out one of favourite bands wrote a song about the road I currently live on in south London... Day made 
https://t.co/wXxmbVHO0u",
453,@stantonkr love this time of year. By eating and drinking the same as usual in the office 😉.,
454,Don't forget we're holding open office hours for @Crowdcube investors this Thursday 5th 11.30am-8pm. Info: https://t.co/MAeGYIJThP #fintech,
455,Once again at the @TowerOfLondon can't visit London without visiting here 😍 https://t.co/7OkR9fjx5t,
456,@MirrorPolitics Well it's nice to see the Tories aren't abandoning the long held tradition of lining their pockets at our expense. #Tories,
457,"Lloyd George makes a presentation to Henry Lytton, dressed as Jack Point in ""Yeomen of The Guard"" in 1934:  https://t.co/omqo7AXcvQ",
458,Chilling in the smoking hut at work! @ North Pole depot https://t.co/szSAQ21np0,
459,@karen_pleasance @T5DPF @Spike______ I did see it.....😨,
460,@thepigeonpost fantastic,
461,lannay got me bento boxes nooooo the cutest :0,
462,"@CharlieWyett @robinsaaski @AlexBurnham @darrenrix No, but you gave the player of the season 7/10... So your ratings hold zero credibility.",
463,@PTAlanSwann 20/1 for Nabi you say? Not a betting man but that's too good to turn down #pufc,
464,@BarneyRubbl Wise man. Mother nature.........unreal !!!!!!,
465,Back home and #fruitcorner is looking more enticing after a quick trip to the shop for some… https://t.co/OHffu3kRzD,
466,"@thaibrownie No it's proved they are not,Maybe if you let them fool around a bit,Can't see any other reason",
467,Kate Middleton can put her new photography award on the mantle peice next to her husband.,
468,Sweet Jesus 😍💕 https://t.co/PikINaTugM,
469,I wonder if the staff in Spoons recognise me like I recognise them. You'd hope so...,
470,Last minute bookings up to 25% off ✨🛋🛌🇬🇧 #holidays #citystayapartsuk #holidayapartments… https://t.co/fWr7FILqFt,
471,@FootyAccums @MasteryMustafi 💯 not in January,
472,Proof of my ageing - I am FUCKING thrilled with my pasta storage jars. https://t.co/AAo8DGXAsm,
473,"@Brrrrandon_ nah he was extra, some people are busy. and especially since it's tinder. it's never that deep. lol",
474,At my most fav sneaker store in d world!! ❤️❤️😘😘😁😁👑👑👟👟👟  I fucking love my Sk8- Hi Vans… https://t.co/Fh8YSdqjvq,
475,"2-4PM // Thris Tian has touched down back in London, from Paris via Seoul, with an armful of fresh grooves from his… https://t.co/Kufo7H7oKO",
